fk_pokemon_numero_pokedex,id_instancia
16,1506
16,1507
16,1508
16,1509
16,1510
16,1511
16,1512
16,1513
16,1514
16,1515
16,1516
16,1517
16,1518
16,1519
16,1520
16,1521
16,1522
16,1523
16,1524
16,1525
16,1526
16,1527
16,1528
16,1529
16,1530
16,1531
16,1532
16,1533
16,1534
16,1535
16,1536
16,1537
16,1538
16,1539
16,1540
16,1541
16,1542
16,1543
16,1544
16,1545
16,1546
16,1547
16,1548
16,1549
16,1550
16,1551
16,1552
16,1553
16,1554
16,1555
16,1556
16,1557
16,1558
16,1559
16,1560
16,1561
16,1562
16,1563
16,1564
16,1565
16,1566
16,1567
16,1568
16,1569
16,1570
16,1571
16,1572
16,1573
16,1574
16,1575
16,1576
16,1577
16,1578
16,1579
16,1580
16,1581
16,1582
16,1583
16,1584
16,1585
16,1586
16,1587
16,1588
16,1589
16,1590
16,1591
16,1592
16,1593
16,1594
16,1595
16,1596
16,1597
16,1598
16,1599
16,1600
17,1601
17,1602
17,1603
17,1604
17,1605
17,1606
17,1607
17,1608
17,1609
17,1610
17,1611
17,1612
17,1613
17,1614
17,1615
17,1616
17,1617
17,1618
17,1619
17,1620
17,1621
17,1622
17,1623
17,1624
17,1625
17,1626
17,1627
17,1628
17,1629
17,1630
17,1631
17,1632
17,1633
17,1634
17,1635
17,1636
17,1637
17,1638
17,1639
17,1640
17,1641
17,1642
17,1643
17,1644
17,1645
17,1646
17,1647
17,1648
17,1649
17,1650
17,1651
17,1652
17,1653
17,1654
17,1655
17,1656
17,1657
17,1658
17,1659
17,1660
17,1661
17,1662
17,1663
17,1664
17,1665
17,1666
17,1667
17,1668
17,1669
17,1670
17,1671
17,1672
17,1673
17,1674
17,1675
17,1676
17,1677
17,1678
17,1679
17,1680
17,1681
17,1682
17,1683
17,1684
17,1685
17,1686
17,1687
17,1688
17,1689
17,1690
17,1691
17,1692
17,1693
17,1694
17,1695
17,1696
17,1697
17,1698
17,1699
17,1700
18,1701
18,1702
18,1703
18,1704
18,1705
18,1706
18,1707
18,1708
18,1709
18,1710
18,1711
18,1712
18,1713
18,1714
18,1715
18,1716
18,1717
18,1718
18,1719
18,1720
18,1721
18,1722
18,1723
18,1724
18,1725
18,1726
18,1727
18,1728
18,1729
18,1730
18,1731
18,1732
18,1733
18,1734
18,1735
18,1736
18,1737
18,1738
18,1739
18,1740
18,1741
18,1742
18,1743
18,1744
18,1745
18,1746
18,1747
18,1748
18,1749
18,1750
18,1751
18,1752
18,1753
18,1754
18,1755
18,1756
18,1757
18,1758
18,1759
18,1760
18,1761
18,1762
18,1763
18,1764
18,1765
18,1766
18,1767
18,1768
18,1769
18,1770
18,1771
18,1772
18,1773
18,1774
18,1775
18,1776
18,1777
18,1778
18,1779
18,1780
18,1781
18,1782
18,1783
18,1784
18,1785
18,1786
18,1787
18,1788
18,1789
18,1790
18,1791
18,1792
18,1793
18,1794
18,1795
18,1796
18,1797
18,1798
18,1799
18,1800
19,1801
19,1802
19,1803
19,1804
19,1805
19,1806
19,1807
19,1808
19,1809
19,1810
19,1811
19,1812
19,1813
19,1814
19,1815
19,1816
19,1817
19,1818
19,1819
19,1820
19,1821
19,1822
19,1823
19,1824
19,1825
19,1826
19,1827
19,1828
19,1829
19,1830
19,1831
19,1832
19,1833
19,1834
19,1835
19,1836
19,1837
19,1838
19,1839
19,1840
19,1841
19,1842
19,1843
19,1844
19,1845
19,1846
19,1847
19,1848
19,1849
19,1850
19,1851
19,1852
19,1853
19,1854
19,1855
19,1856
19,1857
19,1858
19,1859
19,1860
19,1861
19,1862
19,1863
19,1864
19,1865
19,1866
19,1867
19,1868
19,1869
19,1870
19,1871
19,1872
19,1873
19,1874
19,1875
19,1876
19,1877
19,1878
19,1879
19,1880
19,1881
19,1882
19,1883
19,1884
19,1885
19,1886
19,1887
19,1888
19,1889
19,1890
19,1891
19,1892
19,1893
19,1894
19,1895
19,1896
19,1897
19,1898
19,1899
19,1900
20,1901
20,1902
20,1903
20,1904
20,1905
20,1906
20,1907
20,1908
20,1909
20,1910
20,1911
20,1912
20,1913
20,1914
20,1915
20,1916
20,1917
20,1918
20,1919
20,1920
20,1921
20,1922
20,1923
20,1924
20,1925
20,1926
20,1927
20,1928
20,1929
20,1930
20,1931
20,1932
20,1933
20,1934
20,1935
20,1936
20,1937
20,1938
20,1939
20,1940
20,1941
20,1942
20,1943
20,1944
20,1945
20,1946
20,1947
20,1948
20,1949
20,1950
20,1951
20,1952
20,1953
20,1954
20,1955
20,1956
20,1957
20,1958
20,1959
20,1960
20,1961
20,1962
20,1963
20,1964
20,1965
20,1966
20,1967
20,1968
20,1969
20,1970
20,1971
20,1972
20,1973
20,1974
20,1975
20,1976
20,1977
20,1978
20,1979
20,1980
20,1981
20,1982
20,1983
20,1984
20,1985
20,1986
20,1987
20,1988
20,1989
20,1990
20,1991
20,1992
20,1993
20,1994
20,1995
20,1996
20,1997
20,1998
20,1999
20,2000
21,2001
21,2002
21,2003
21,2004
21,2005
21,2006
21,2007
21,2008
21,2009
21,2010
21,2011
21,2012
21,2013
21,2014
21,2015
21,2016
21,2017
21,2018
21,2019
21,2020
21,2021
21,2022
21,2023
21,2024
21,2025
21,2026
21,2027
21,2028
21,2029
21,2030
21,2031
21,2032
21,2033
21,2034
21,2035
21,2036
21,2037
21,2038
21,2039
21,2040
21,2041
21,2042
21,2043
21,2044
21,2045
21,2046
21,2047
21,2048
21,2049
21,2050
21,2051
21,2052
21,2053
21,2054
21,2055
21,2056
21,2057
21,2058
21,2059
21,2060
21,2061
21,2062
21,2063
21,2064
21,2065
21,2066
21,2067
21,2068
21,2069
21,2070
21,2071
21,2072
21,2073
21,2074
21,2075
21,2076
21,2077
21,2078
21,2079
21,2080
21,2081
21,2082
21,2083
21,2084
21,2085
21,2086
21,2087
21,2088
21,2089
21,2090
21,2091
21,2092
21,2093
21,2094
21,2095
21,2096
21,2097
21,2098
21,2099
21,2100
22,2101
22,2102
22,2103
22,2104
22,2105
22,2106
22,2107
22,2108
22,2109
22,2110
22,2111
22,2112
22,2113
22,2114
22,2115
22,2116
22,2117
22,2118
22,2119
22,2120
22,2121
22,2122
22,2123
22,2124
22,2125
22,2126
22,2127
22,2128
22,2129
22,2130
22,2131
22,2132
22,2133
22,2134
22,2135
22,2136
22,2137
22,2138
22,2139
22,2140
22,2141
22,2142
22,2143
22,2144
22,2145
22,2146
22,2147
22,2148
22,2149
22,2150
22,2151
22,2152
22,2153
22,2154
22,2155
22,2156
22,2157
22,2158
22,2159
22,2160
22,2161
22,2162
22,2163
22,2164
22,2165
22,2166
22,2167
22,2168
22,2169
22,2170
22,2171
22,2172
22,2173
22,2174
22,2175
22,2176
22,2177
22,2178
22,2179
22,2180
22,2181
22,2182
22,2183
22,2184
22,2185
22,2186
22,2187
22,2188
22,2189
22,2190
22,2191
22,2192
22,2193
22,2194
22,2195
22,2196
22,2197
22,2198
22,2199
22,2200
23,2201
23,2202
23,2203
23,2204
23,2205
23,2206
23,2207
23,2208
23,2209
23,2210
23,2211
23,2212
23,2213
23,2214
23,2215
23,2216
23,2217
23,2218
23,2219
23,2220
23,2221
23,2222
23,2223
23,2224
23,2225
23,2226
23,2227
23,2228
23,2229
23,2230
23,2231
23,2232
23,2233
23,2234
23,2235
23,2236
23,2237
23,2238
23,2239
23,2240
23,2241
23,2242
23,2243
23,2244
23,2245
23,2246
23,2247
23,2248
23,2249
23,2250
23,2251
23,2252
23,2253
23,2254
23,2255
23,2256
23,2257
23,2258
23,2259
23,2260
23,2261
23,2262
23,2263
23,2264
23,2265
23,2266
23,2267
23,2268
23,2269
23,2270
23,2271
23,2272
23,2273
23,2274
23,2275
23,2276
23,2277
23,2278
23,2279
23,2280
23,2281
23,2282
23,2283
23,2284
23,2285
23,2286
23,2287
23,2288
23,2289
23,2290
23,2291
23,2292
23,2293
23,2294
23,2295
23,2296
23,2297
23,2298
23,2299
23,2300
24,2301
24,2302
24,2303
24,2304
24,2305
24,2306
24,2307
24,2308
24,2309
24,2310
24,2311
24,2312
24,2313
24,2314
24,2315
24,2316
24,2317
24,2318
24,2319
24,2320
24,2321
24,2322
24,2323
24,2324
24,2325
24,2326
24,2327
24,2328
24,2329
24,2330
24,2331
24,2332
24,2333
24,2334
24,2335
24,2336
24,2337
24,2338
24,2339
24,2340
24,2341
24,2342
24,2343
24,2344
24,2345
24,2346
24,2347
24,2348
24,2349
24,2350
24,2351
24,2352
24,2353
24,2354
24,2355
24,2356
24,2357
24,2358
24,2359
24,2360
24,2361
24,2362
24,2363
24,2364
24,2365
24,2366
24,2367
24,2368
24,2369
24,2370
24,2371
24,2372
24,2373
24,2374
24,2375
24,2376
24,2377
24,2378
24,2379
24,2380
24,2381
24,2382
24,2383
24,2384
24,2385
24,2386
24,2387
24,2388
24,2389
24,2390
24,2391
24,2392
24,2393
24,2394
24,2395
24,2396
24,2397
24,2398
24,2399
24,2400
25,2401
25,2402
25,2403
25,2404
25,2405
25,2406
25,2407
25,2408
25,2409
25,2410
25,2411
25,2412
25,2413
25,2414
25,2415
25,2416
25,2417
25,2418
25,2419
25,2420
25,2421
25,2422
25,2423
25,2424
25,2425
25,2426
25,2427
25,2428
25,2429
25,2430
25,2431
25,2432
25,2433
25,2434
25,2435
25,2436
25,2437
25,2438
25,2439
25,2440
25,2441
25,2442
25,2443
25,2444
25,2445
25,2446
25,2447
25,2448
25,2449
25,2450
25,2451
25,2452
25,2453
25,2454
25,2455
25,2456
25,2457
25,2458
25,2459
25,2460
25,2461
25,2462
25,2463
25,2464
25,2465
25,2466
25,2467
25,2468
25,2469
25,2470
25,2471
25,2472
25,2473
25,2474
25,2475
25,2476
25,2477
25,2478
25,2479
25,2480
25,2481
25,2482
25,2483
25,2484
25,2485
25,2486
25,2487
25,2488
25,2489
25,2490
25,2491
25,2492
25,2493
25,2494
25,2495
25,2496
25,2497
25,2498
25,2499
25,2500
26,2501
26,2502
26,2503
26,2504
26,2505
26,2506
26,2507
26,2508
26,2509
26,2510
26,2511
26,2512
26,2513
26,2514
26,2515
26,2516
26,2517
26,2518
26,2519
26,2520
26,2521
26,2522
26,2523
26,2524
26,2525
26,2526
26,2527
26,2528
26,2529
26,2530
26,2531
26,2532
26,2533
26,2534
26,2535
26,2536
26,2537
26,2538
26,2539
26,2540
26,2541
26,2542
26,2543
26,2544
26,2545
26,2546
26,2547
26,2548
26,2549
26,2550
26,2551
26,2552
26,2553
26,2554
26,2555
26,2556
26,2557
26,2558
26,2559
26,2560
26,2561
26,2562
26,2563
26,2564
26,2565
26,2566
26,2567
26,2568
26,2569
26,2570
26,2571
26,2572
26,2573
26,2574
26,2575
26,2576
26,2577
26,2578
26,2579
26,2580
26,2581
26,2582
26,2583
26,2584
26,2585
26,2586
26,2587
26,2588
26,2589
26,2590
26,2591
26,2592
26,2593
26,2594
26,2595
26,2596
26,2597
26,2598
26,2599
26,2600
27,2601
27,2602
27,2603
27,2604
27,2605
27,2606
27,2607
27,2608
27,2609
27,2610
27,2611
27,2612
27,2613
27,2614
27,2615
27,2616
27,2617
27,2618
27,2619
27,2620
27,2621
27,2622
27,2623
27,2624
27,2625
27,2626
27,2627
27,2628
27,2629
27,2630
27,2631
27,2632
27,2633
27,2634
27,2635
27,2636
27,2637
27,2638
27,2639
27,2640
27,2641
27,2642
27,2643
27,2644
27,2645
27,2646
27,2647
27,2648
27,2649
27,2650
27,2651
27,2652
27,2653
27,2654
27,2655
27,2656
27,2657
27,2658
27,2659
27,2660
27,2661
27,2662
27,2663
27,2664
27,2665
27,2666
27,2667
27,2668
27,2669
27,2670
27,2671
27,2672
27,2673
27,2674
27,2675
27,2676
27,2677
27,2678
27,2679
27,2680
27,2681
27,2682
27,2683
27,2684
27,2685
27,2686
27,2687
27,2688
27,2689
27,2690
27,2691
27,2692
27,2693
27,2694
27,2695
27,2696
27,2697
27,2698
27,2699
27,2700
28,2701
28,2702
28,2703
28,2704
28,2705
28,2706
28,2707
28,2708
28,2709
28,2710
28,2711
28,2712
28,2713
28,2714
28,2715
28,2716
28,2717
28,2718
28,2719
28,2720
28,2721
28,2722
28,2723
28,2724
28,2725
28,2726
28,2727
28,2728
28,2729
28,2730
28,2731
28,2732
28,2733
28,2734
28,2735
28,2736
28,2737
28,2738
28,2739
28,2740
28,2741
28,2742
28,2743
28,2744
28,2745
28,2746
28,2747
28,2748
28,2749
28,2750
28,2751
28,2752
28,2753
28,2754
28,2755
28,2756
28,2757
28,2758
28,2759
28,2760
28,2761
28,2762
28,2763
28,2764
28,2765
28,2766
28,2767
28,2768
28,2769
28,2770
28,2771
28,2772
28,2773
28,2774
28,2775
28,2776
28,2777
28,2778
28,2779
28,2780
28,2781
28,2782
28,2783
28,2784
28,2785
28,2786
28,2787
28,2788
28,2789
28,2790
28,2791
28,2792
28,2793
28,2794
28,2795
28,2796
28,2797
28,2798
28,2799
28,2800
29,2801
29,2802
29,2803
29,2804
29,2805
29,2806
29,2807
29,2808
29,2809
29,2810
29,2811
29,2812
29,2813
29,2814
29,2815
29,2816
29,2817
29,2818
29,2819
29,2820
29,2821
29,2822
29,2823
29,2824
29,2825
29,2826
29,2827
29,2828
29,2829
29,2830
29,2831
29,2832
29,2833
29,2834
29,2835
29,2836
29,2837
29,2838
29,2839
29,2840
29,2841
29,2842
29,2843
29,2844
29,2845
29,2846
29,2847
29,2848
29,2849
29,2850
29,2851
29,2852
29,2853
29,2854
29,2855
29,2856
29,2857
29,2858
29,2859
29,2860
29,2861
29,2862
29,2863
29,2864
29,2865
29,2866
29,2867
29,2868
29,2869
29,2870
29,2871
29,2872
29,2873
29,2874
29,2875
29,2876
29,2877
29,2878
29,2879
29,2880
29,2881
29,2882
29,2883
29,2884
29,2885
29,2886
29,2887
29,2888
29,2889
29,2890
29,2891
29,2892
29,2893
29,2894
29,2895
29,2896
29,2897
29,2898
29,2899
29,2900
30,2901
30,2902
30,2903
30,2904
30,2905
30,2906
30,2907
30,2908
30,2909
30,2910
30,2911
30,2912
30,2913
30,2914
30,2915
30,2916
30,2917
30,2918
30,2919
30,2920
30,2921
30,2922
30,2923
30,2924
30,2925
30,2926
30,2927
30,2928
30,2929
30,2930
30,2931
30,2932
30,2933
30,2934
30,2935
30,2936
30,2937
30,2938
30,2939
30,2940
30,2941
30,2942
30,2943
30,2944
30,2945
30,2946
30,2947
30,2948
30,2949
30,2950
30,2951
30,2952
30,2953
30,2954
30,2955
30,2956
30,2957
30,2958
30,2959
30,2960
30,2961
30,2962
30,2963
30,2964
30,2965
30,2966
30,2967
30,2968
30,2969
30,2970
30,2971
30,2972
30,2973
30,2974
30,2975
30,2976
30,2977
30,2978
30,2979
30,2980
30,2981
30,2982
30,2983
30,2984
30,2985
30,2986
30,2987
30,2988
30,2989
30,2990
30,2991
